"年份","学校标识码","学校名称","主管部门","所在地","所在省份","办学层次","学校性质","学校类型","备注"
"2019","4134012410.0","合肥通用职业技术学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134012811.0","安徽工贸职业技术学院","安徽省","淮南市","淮南市","专科","高职（专科）","普通高等学校",""
"2019","4134012812.0","宿州职业技术学院","安徽省","宿州市","宿州市","专科","高职（专科）","普通高等学校",""
"2019","4134012813.0","六安职业技术学院","安徽省","六安市","六安市","专科","高职（专科）","普通高等学校",""
"2019","4134012814.0","安徽电子信息职业技术学院","安徽省","蚌埠市","蚌埠市","专科","高职（专科）","普通高等学校",""
"2019","4134012815.0","民办合肥经济技术职业学院","安徽省教育厅","合肥市","合肥市","专科","高职（专科）","普通高等学校","民办"
"2019","4134012816.0","安徽交通职业技术学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134012817.0","安徽体育运动职业技术学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134012924.0","安徽中医药高等专科学校","安徽省","芜湖市","芜湖市","专科","高职（专科）","普通高等学校",""
"2019","4134012925.0","安徽医学高等专科学校","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134013058.0","合肥职业技术学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134013059.0","滁州职业技术学院","安徽省","滁州市","滁州市","专科","高职（专科）","普通高等学校",""
"2019","4134013060.0","池州职业技术学院","安徽省","池州市","池州市","专科","高职（专科）","普通高等学校",""
"2019","4134013061.0","宣城职业技术学院","安徽省","宣城市","宣城市","专科","高职（专科）","普通高等学校",""
"2019","4134013062.0","安徽广播影视职业技术学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134013064.0","民办合肥滨湖职业技术学院","安徽省教育厅","合肥市","合肥市","专科","高职（专科）","普通高等学校","民办"
"2019","4134013336.0","安徽电气工程职业技术学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134013337.0","安徽冶金科技职业学院","安徽省","马鞍山市","马鞍山市","专科","高职（专科）","普通高等学校",""
"2019","4134013338.0","安徽城市管理职业学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134013339.0","安徽机电职业技术学院","安徽省","芜湖市","芜湖市","专科","高职（专科）","普通高等学校",""
"2019","4134013340.0","安徽工商职业学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134013341.0","安徽中澳科技职业学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134013342.0","阜阳科技职业学院","安徽省教育厅","阜阳市","阜阳市","专科","高职（专科）","普通高等学校","民办"
"2019","4134013343.0","亳州职业技术学院","安徽省","亳州市","亳州市","专科","高职（专科）","普通高等学校",""
"2019","4134013344.0","安徽国防科技职业学院","安徽省","六安市","六安市","专科","高职（专科）","普通高等学校",""
"2019","4134013345.0","安庆职业技术学院","安徽省","安庆市","安庆市","专科","高职（专科）","普通高等学校",""
"2019","4134013346.0","安徽艺术职业学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134013760.0","马鞍山师范高等专科学校","安徽省","马鞍山市","马鞍山市","专科","高职（专科）","普通高等学校",""
"2019","4134013845.0","安徽财贸职业学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134013846.0","安徽国际商务职业学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134013847.0","安徽公安职业学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134013848.0","安徽林业职业技术学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134013849.0","安徽审计职业学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134013850.0","安徽新闻出版职业技术学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134013851.0","安徽邮电职业技术学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134013852.0","安徽工业职业技术学院","安徽省","铜陵市","铜陵市","专科","高职（专科）","普通高等学校",""
"2019","4134014058.0","民办合肥财经职业学院","安徽省教育厅","合肥市","合肥市","专科","高职（专科）","普通高等学校","民办"
"2019","4134014096.0","安庆医药高等专科学校","安徽省","安庆市","安庆市","专科","高职（专科）","普通高等学校",""
"2019","4134014132.0","安徽涉外经济职业学院","安徽省教育厅","合肥市","合肥市","专科","高职（专科）","普通高等学校","民办"
"2019","4134014133.0","安徽绿海商务职业学院","安徽省教育厅","合肥市","合肥市","专科","高职（专科）","普通高等学校","民办"
"2019","4134014135.0","合肥共达职业技术学院","安徽省教育厅","合肥市","合肥市","专科","高职（专科）","普通高等学校","民办"
"2019","4134014137.0","蚌埠经济技术职业学院","安徽省教育厅","蚌埠市","蚌埠市","专科","高职（专科）","普通高等学校","民办"
"2019","4134014165.0","民办安徽旅游职业学院","安徽省教育厅","阜阳市","阜阳市","专科","高职（专科）","普通高等学校","民办"
"2019","4134014191.0","徽商职业学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134014192.0","马鞍山职业技术学院","安徽省","马鞍山市","马鞍山市","专科","高职（专科）","普通高等学校",""
"2019","4134014210.0","安徽现代信息工程职业学院","安徽省教育厅","六安市","六安市","专科","高职（专科）","普通高等学校","民办"
"2019","4134014229.0","安徽矿业职业技术学院","安徽省教育厅","淮北市","淮北市","专科","高职（专科）","普通高等学校","民办"
"2019","4134014230.0","合肥信息技术职业学院","安徽省教育厅","合肥市","合肥市","专科","高职（专科）","普通高等学校","民办"
"2019","4134014273.0","桐城师范高等专科学校","安徽省","安庆市","安庆市","专科","高职（专科）","普通高等学校",""
"2019","4134014296.0","黄山职业技术学院","安徽省","黄山市","黄山市","专科","高职（专科）","普通高等学校",""
"2019","4134014297.0","滁州城市职业学院","安徽省","滁州市","滁州市","专科","高职（专科）","普通高等学校",""
"2019","4134014298.0","安徽汽车职业技术学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134014299.0","皖西卫生职业学院","安徽省","六安市","六安市","专科","高职（专科）","普通高等学校",""
"2019","4134014330.0","合肥幼儿师范高等专科学校","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134014341.0","安徽长江职业学院","安徽省教育厅","合肥市","合肥市","专科","高职（专科）","普通高等学校","民办"
"2019","4134014342.0","安徽扬子职业技术学院","安徽省教育厅","芜湖市","芜湖市","专科","高职（专科）","普通高等学校","民办"
"2019","4134014378.0","安徽黄梅戏艺术职业学院","安徽省","安庆市","安庆市","专科","高职（专科）","普通高等学校",""
"2019","4134014418.0","安徽粮食工程职业学院","安徽省","合肥市","合肥市","专科","高职（专科）","普通高等学校",""
"2019","4134014419.0","安徽卫生健康职业学院","安徽省","池州市","池州市","专科","高职（专科）","普通高等学校",""
"2019","4134014420.0","合肥科技职业学院","安徽省教育厅","合肥市","合肥市","专科","高职（专科）","普通高等学校","民办"
"2019","4134014502.0","皖北卫生职业学院","安徽省","宿州市","宿州市","专科","高职（专科）","普通高等学校",""
"2019","4134014536.0","阜阳幼儿师范高等专科学校","安徽省","阜阳市","阜阳市","专科","高职（专科）","普通高等学校",""
"2019","4135010384.0","厦门大学","教育部","厦门市","厦门市","本科","本科","普通高等学校",""
"2019","4135010385.0","华侨大学","中央统战部","泉州市","泉州市","本科","本科","普通高等学校",""
"2019","4135010386.0","福州大学","福建省","福州市","福州市","本科","本科","普通高等学校",""
"2019","4135010388.0","福建工程学院","福建省","福州市","福州市","本科","本科","普通高等学校",""
"2019","4135010389.0","福建农林大学","福建省","福州市","福州市","本科","本科","普通高等学校",""
"2019","4135010390.0","集美大学","福建省","厦门市","厦门市","本科","本科","普通高等学校",""
"2019","4135010392.0","福建医科大学","福建省","福州市","福州市","本科","本科","普通高等学校",""
"2019","4135010393.0","福建中医药大学","福建省","福州市","福州市","本科","本科","普通高等学校",""
"2019","4135010394.0","福建师范大学","福建省","福州市","福州市","本科","本科","普通高等学校",""
"2019","4135010395.0","闽江学院","福建省","福州市","福州市","本科","本科","普通高等学校",""
"2019","4135010397.0","武夷学院","福建省","南平市","南平市","本科","本科","普通高等学校",""
"2019","4135010398.0","宁德师范学院","福建省","宁德市","宁德市","本科","本科","普通高等学校",""
"2019","4135010399.0","泉州师范学院","福建省","泉州市","泉州市","本科","本科","普通高等学校",""
"2019","4135010402.0","闽南师范大学","福建省","漳州市","漳州市","本科","本科","普通高等学校",""
"2019","4135011062.0","厦门理工学院","福建省","厦门市","厦门市","本科","本科","普通高等学校",""
"2019","4135011311.0","三明学院","福建省","三明市","三明市","本科","本科","普通高等学校",""
"2019","4135011312.0","龙岩学院","福建省","龙岩市","龙岩市","本科","本科","普通高等学校",""
"2019","4135011313.0","福建商学院","福建省","福州市","福州市","本科","本科","普通高等学校",""
"2019","4135011495.0","福建警察学院","福建省","福州市","福州市","本科","本科","普通高等学校",""
"2019","4135011498.0","莆田学院","福建省","莆田市","莆田市","本科","本科","普通高等学校",""
"2019","4135011784.0","仰恩大学","福建省教育厅","泉州市","泉州市","本科","本科","普通高等学校","民办"
"2019","4135012631.0","厦门医学院","福建省","厦门市","厦门市","本科","本科","普通高等学校",""
"2019","4135012709.0","厦门华厦学院","福建省教育厅","厦门市","厦门市","本科","本科","普通高等学校","民办"
"2019","4135012710.0","闽南理工学院","福建省教育厅","泉州市","泉州市","本科","本科","普通高等学校","民办"
"2019","4135012928.0","泉州职业技术大学","福建省教育厅","泉州市","泉州市","本科","本科","普通高等学校","民办"
"2019","4135012992.0","闽南科技学院","福建省教育厅","泉州市","泉州市","本科","本科","普通高等学校","民办"
"2019","4135012993.0","福州工商学院","福建省教育厅","福州市","福州市","本科","本科","普通高等学校","民办"
"2019","4135013115.0","厦门工学院","福建省教育厅","厦门市","厦门市","本科","本科","普通高等学校","民办"
"2019","4135013468.0","阳光学院","福建省教育厅","福州市","福州市","本科","本科","普通高等学校","民办"
"2019","4135013469.0","厦门大学嘉庚学院","福建省教育厅","漳州市","漳州市","本科","本科","普通高等学校","民办"
"2019","4135013470.0","福州大学至诚学院","福建省教育厅","福州市","福州市","本科","本科","普通高等学校","民办"
"2019","4135013471.0","集美大学诚毅学院","福建省教育厅","厦门市","厦门市","本科","本科","普通高等学校","民办"
"2019","4135013472.0","福建师范大学协和学院","福建省教育厅","福州市","福州市","本科","本科","普通高等学校","民办"
"2019","4135013762.0","福州外语外贸学院","福建省教育厅","福州市","福州市","本科","本科","普通高等学校","民办"
"2019","4135013763.0","福建江夏学院","福建省","福州市","福州市","本科","本科","普通高等学校",""
"2019","4135013766.0","泉州信息工程学院","福建省教育厅","泉州市","泉州市","本科","本科","普通高等学校","民办"
"2019","4135013773.0","福州理工学院","福建省教育厅","福州市","福州市","本科","本科","普通高等学校","民办"
"2019","4135014046.0","福建农林大学金山学院","福建省教育厅","福州市","福州市","本科","本科","普通高等学校","民办"
"2019","4135014683.0","福建技术师范学院","福建省","福州市","福州市","本科","本科","普通高等学校",""
"2019","4135010866.0","福建船政交通职业学院","福建省","福州市","福州市","专科","高职（专科）","普通高等学校",""
"2019","4135011314.0","漳州职业技术学院","福建省","漳州市","漳州市","专科","高职（专科）","普通高等学校",""
"2019","4135011315.0","闽西职业技术学院","福建省","龙岩市","龙岩市","专科","高职（专科）","普通高等学校",""
"2019","4135011317.0","黎明职业大学","福建省","泉州市","泉州市","专科","高职（专科）","普通高等学校",""
"2019","4135011499.0","福建华南女子职业学院","福建省教育厅","福州市","福州市","专科","高职（专科）","普通高等学校","民办"
"2019","4135011502.0","福州职业技术学院","福建省","福州市","福州市","专科","高职（专科）","普通高等学校",""
"2019","4135012625.0","福建林业职业技术学院","福建省","南平市","南平市","专科","高职（专科）","普通高等学校",""
"2019","4135012626.0","福建信息职业技术学院","福建省","福州市","福州市","专科","高职（专科）","普通高等学校",""
"2019","4135012627.0","福建水利电力职业技术学院","福建省","三明市","三明市","专科","高职（专科）","普通高等学校",""
"2019","4135012628.0","福建电力职业技术学院","福建省","泉州市","泉州市","专科","高职（专科）","普通高等学校",""
"2019","4135012629.0","厦门海洋职业技术学院","福建省","厦门市","厦门市","专科","高职（专科）","普通高等学校",""
"2019","4135012630.0","福建农业职业技术学院","福建省","福州市","福州市","专科","高职（专科）","普通高等学校",""
"2019","4135012633.0","福建卫生职业技术学院","福建省","福州市","福州市","专科","高职（专科）","普通高等学校",""
"2019","4135012634.0","泉州医学高等专科学校","福建省","泉州市","泉州市","专科","高职（专科）","普通高等学校",""
"2019","4135012708.0","福州英华职业学院","福建省教育厅","福州市","福州市","专科","高职（专科）","普通高等学校","民办"
"2019","4135012711.0","泉州纺织服装职业学院","福建省教育厅","泉州市","泉州市","专科","高职（专科）","普通高等学校","民办"
"2019","4135012927.0","泉州华光职业学院","福建省教育厅","泉州市","泉州市","专科","高职（专科）","普通高等学校","民办"
"2019","4135013733.0","福建警官职业学院","福建省","福州市","福州市","专科","高职（专科）","普通高等学校",""
"2019","4135013764.0","闽北职业技术学院","福建省","南平市","南平市","专科","高职（专科）","普通高等学校",""
"2019","4135013765.0","福州黎明职业技术学院","福建省教育厅","福州市","福州市","专科","高职（专科）","普通高等学校","民办"
"2019","4135013767.0","厦门演艺职业学院","福建省教育厅","厦门市","厦门市","专科","高职（专科）","普通高等学校","民办"
"2019","4135013768.0","厦门华天涉外职业技术学院","福建省教育厅","厦门市","厦门市","专科","高职（专科）","普通高等学校","民办"
"2019","4135013769.0","福州科技职业技术学院","福建省教育厅","福州市","福州市","专科","高职（专科）","普通高等学校","民办"
"2019","4135013770.0","泉州经贸职业技术学院","福建省","泉州市","泉州市","专科","高职（专科）","普通高等学校",""
"2019","4135013771.0","福建对外经济贸易职业技术学院","福建省","福州市","福州市","专科","高职（专科）","普通高等学校",""
"2019","4135013772.0","湄洲湾职业技术学院","福建省","莆田市","莆田市","专科","高职（专科）","普通高等学校",""
"2019","4135013969.0","福建生物工程职业技术学院","福建省","福州市","福州市","专科","高职（专科）","普通高等学校",""
"2019","4135013970.0","福建艺术职业学院","福建省","福州市","福州市","专科","高职（专科）","普通高等学校",""
"2019","4135013972.0","福建幼儿师范高等专科学校","福建省","福州市","福州市","专科","高职（专科）","普通高等学校",""
"2019","4135013973.0","厦门城市职业学院","福建省","厦门市","厦门市","专科","高职（专科）","普通高等学校",""
"2019","4135013975.0","泉州工艺美术职业学院","福建省","泉州市","泉州市","专科","高职（专科）","普通高等学校",""
"2019","4135013976.0","三明医学科技职业学院","福建省","三明市","三明市","专科","高职（专科）","普通高等学校",""
"2019","4135013977.0","宁德职业技术学院","福建省","宁德市","宁德市","专科","高职（专科）","普通高等学校",""
"2019","4135013978.0","福州软件职业技术学院","福建省教育厅","福州市","福州市","专科","高职（专科）","普通高等学校","民办"
"2019","4135013979.0","厦门兴才职业技术学院","福建省教育厅","厦门市","厦门市","专科","高职（专科）","普通高等学校","民办"
"2019","4135014059.0","厦门软件职业技术学院","福建省教育厅","厦门市","厦门市","专科","高职（专科）","普通高等学校","民办"
"2019","4135014060.0","福建体育职业技术学院","福建省","福州市","福州市","专科","高职（专科）","普通高等学校",""
"2019","4135014110.0","漳州城市职业学院","福建省","漳州市","漳州市","专科","高职（专科）","普通高等学校",""
"2019","4135014111.0","厦门南洋职业学院","福建省教育厅","厦门市","厦门市","专科","高职（专科）","普通高等学校","民办"
"2019","4135014112.0","厦门东海职业技术学院","福建省教育厅","厦门市","厦门市","专科","高职（专科）","普通高等学校","民办"
"2019","4135014113.0","漳州科技职业学院","福建省教育厅","漳州市","漳州市","专科","高职（专科）","普通高等学校","民办"
"2019","4135014115.0","漳州理工职业学院","福建省教育厅","漳州市","漳州市","专科","高职（专科）","普通高等学校","民办"
"2019","4135014116.0","武夷山职业学院","福建省教育厅","南平市","南平市","专科","高职（专科）","普通高等学校","民办"
"2019","4135014117.0","漳州卫生职业学院","福建省","漳州市","漳州市","专科","高职（专科）","普通高等学校",""
"2019","4135014231.0","泉州海洋职业学院","福建省教育厅","泉州市","泉州市","专科","高职（专科）","普通高等学校","民办"
"2019","4135014232.0","泉州轻工职业学院","福建省教育厅","泉州市","泉州市","专科","高职（专科）","普通高等学校","民办"
"2019","4135014257.0","厦门安防科技职业学院","福建省教育厅","厦门市","厦门市","专科","高职（专科）","普通高等学校","民办"
"2019","4135014331.0","泉州幼儿师范高等专科学校","福建省","泉州市","泉州市","专科","高职（专科）","普通高等学校",""
"2019","4135014490.0","闽江师范高等专科学校","福建省","福州市","福州市","专科","高职（专科）","普通高等学校",""
"2019","4135014503.0","泉州工程职业技术学院","福建省教育厅","泉州市","泉州市","专科","高职（专科）","普通高等学校","民办"
"2019","4135016411.0","福州墨尔本理工职业学院","福建省教育厅","福州市","福州市","专科","高职（专科）","普通高等学校","中外合作办学"
"2019","4136010403.0","南昌大学","江西省","南昌市","南昌市","本科","本科","普通高等学校",""
"2019","4136010404.0","华东交通大学","江西省","南昌市","南昌市","本科","本科","普通高等学校",""
"2019","4136010405.0","东华理工大学","江西省","抚州市","抚州市","本科","本科","普通高等学校",""
"2019","4136010406.0","南昌航空大学","江西省","南昌市","南昌市","本科","本科","普通高等学校",""
"2019","4136010407.0","江西理工大学","江西省","赣州市","赣州市","本科","本科","普通高等学校",""
"2019","4136010408.0","景德镇陶瓷大学","江西省","景德镇市","景德镇市","本科","本科","普通高等学校",""
"2019","4136010410.0","江西农业大学","江西省","南昌市","南昌市","本科","本科","普通高等学校",""
"2019","4136010412.0","江西中医药大学","江西省","南昌市","南昌市","本科","本科","普通高等学校",""
"2019","4136010413.0","赣南医学院","江西省","赣州市","赣州市","本科","本科","普通高等学校",""
"2019","4136010414.0","江西师范大学","江西省","南昌市","南昌市","本科","本科","普通高等学校",""
"2019","4136010416.0","上饶师范学院","江西省","上饶市","上饶市","本科","本科","普通高等学校",""
"2019","4136010417.0","宜春学院","江西省","宜春市","宜春市","本科","本科","普通高等学校",""
"2019","4136010418.0","赣南师范大学","江西省","赣州市","赣州市","本科","本科","普通高等学校",""
"2019","4136010419.0","井冈山大学","江西省","吉安市","吉安市","本科","本科","普通高等学校",""
"2019","4136010421.0","江西财经大学","江西省","南昌市","南昌市","本科","本科","普通高等学校",""
"2019","4136010846.0","江西科技学院","江西省教育厅","南昌市","南昌市","本科","本科","普通高等学校","民办"
"2019","4136010894.0","景德镇学院","江西省","景德镇市","景德镇市","本科","本科","普通高等学校",""
"2019","4136010895.0","萍乡学院","江西省","萍乡市","萍乡市","本科","本科","普通高等学校",""
"2019","4136011318.0","江西科技师范大学","江西省","南昌市","南昌市","本科","本科","普通高等学校",""
"2019","4136011319.0","南昌工程学院","江西省","南昌市","南昌市","本科","本科","普通高等学校",""
"2019","4136011504.0","江西警察学院","江西省","南昌市","南昌市","本科","本科","普通高等学校",""
"2019","4136011508.0","新余学院","江西省","新余市","新余市","本科","本科","普通高等学校",""
"2019","4136011843.0","九江学院","江西省","九江市","九江市","本科","本科","普通高等学校",""
"2019","4136012766.0","江西工程学院","江西省教育厅","新余市","新余市","本科","本科","普通高等学校","民办"
"2019","4136012795.0","南昌理工学院","江西省教育厅","南昌市","南昌市","本科","本科","普通高等学校","民办"
"2019","4136012938.0","江西应用科技学院","江西省教育厅","南昌市","南昌市","本科","本科","普通高等学校","民办"
"2019","4136013418.0","江西服装学院","江西省教育厅","南昌市","南昌市","本科","本科","普通高等学校","民办"
"2019","4136013420.0","南昌职业大学","江西省教育厅","南昌市","南昌市","本科","本科","普通高等学校","民办"
"2019","4136013421.0","南昌工学院","江西省教育厅","南昌市","南昌市","本科","本科","普通高等学校","民办"
"2019","4136013429.0","南昌大学科学技术学院","江西省教育厅","南昌市","南昌市","本科","本科","普通高等学校","民办"
"2019","4136013430.0","南昌大学共青学院","江西省教育厅","九江市","九江市","本科","本科","普通高等学校","民办"
"2019","4136013431.0","华东交通大学理工学院","江西省教育厅","南昌市","南昌市","本科","本科","普通高等学校","民办"
"2019","4136013432.0","东华理工大学长江学院","江西省教育厅","抚州市","抚州市","本科","本科","普通高等学校","民办"
"2019","4136013433.0","南昌航空大学科技学院","江西省教育厅","南昌市","南昌市","本科","本科","普通高等学校","民办"
"2019","4136013434.0","江西理工大学应用科学学院","江西省教育厅","赣州市","赣州市","本科","本科","普通高等学校","民办"
"2019","4136013435.0","景德镇陶瓷大学科技艺术学院","江西省教育厅","景德镇市","景德镇市","本科","本科","普通高等学校","民办"
"2019","4136013436.0","江西农业大学南昌商学院","江西省教育厅","南昌市","南昌市","本科","本科","普通高等学校","民办"
"2019","4136013437.0","江西中医药大学科技学院","江西省教育厅","南昌市","南昌市","本科","本科","普通高等学校","民办"
"2019","4136013438.0","江西师范大学科学技术学院","江西省教育厅","南昌市","南昌市","本科","本科","普通高等学校","民办"
"2019","4136013439.0","赣南师范大学科技学院","江西省教育厅","赣州市","赣州市","本科","本科","普通高等学校","民办"
"2019","4136013440.0","江西科技师范大学理工学院","江西省教育厅","南昌市","南昌市","本科","本科","普通高等学校","民办"
"2019","4136013441.0","江西财经大学现代经济管理学院","江西省教育厅","南昌市","南昌市","本科","本科","普通高等学校","民办"
"2019","4136013774.0","豫章师范学院","江西省","南昌市","南昌市","本科","本科","普通高等学校",""
"2019","4136013776.0","江西软件职业技术大学","江西省教育厅","南昌市","南昌市","本科","本科","普通高等学校","民办"
"2019","4136014437.0","南昌师范学院","江西省","南昌市","南昌市","本科","本科","普通高等学校",""
"2019","3636000312.0","上饶幼儿师范高等专科学校","江西省","上饶市","上饶市","专科","高职（专科）","普通高等学校",""
"2019","3636000519.0","抚州幼儿师范高等专科学校","江西省","抚州市","抚州市","专科","高职（专科）","普通高等学校",""
"2019","4136010839.0","江西工业职业技术学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136010888.0","江西医学高等专科学校","江西省","上饶市","上饶市","专科","高职（专科）","普通高等学校",""
"2019","4136011505.0","九江职业大学","江西省","九江市","九江市","专科","高职（专科）","普通高等学校",""
"2019","4136011785.0","九江职业技术学院","江西省","九江市","九江市","专科","高职（专科）","普通高等学校",""
"2019","4136012929.0","江西司法警官职业学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136012930.0","江西陶瓷工艺美术职业技术学院","江西省","景德镇市","景德镇市","专科","高职（专科）","普通高等学校",""
"2019","4136012932.0","江西旅游商贸职业学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136012933.0","江西电力职业技术学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136012934.0","江西环境工程职业学院","江西省","赣州市","赣州市","专科","高职（专科）","普通高等学校",""
"2019","4136012936.0","江西艺术职业学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136012937.0","鹰潭职业技术学院","江西省","鹰潭市","鹰潭市","专科","高职（专科）","普通高等学校",""
"2019","4136012939.0","江西信息应用职业技术学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136012940.0","江西交通职业技术学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136012941.0","江西财经职业学院","江西省","九江市","九江市","专科","高职（专科）","普通高等学校",""
"2019","4136012942.0","江西应用技术职业学院","江西省","赣州市","赣州市","专科","高职（专科）","普通高等学校",""
"2019","4136012943.0","江西现代职业技术学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136012944.0","江西工业工程职业技术学院","江西省","萍乡市","萍乡市","专科","高职（专科）","普通高等学校",""
"2019","4136012976.0","江西机电职业技术学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136013419.0","江西科技职业学院","江西省教育厅","南昌市","南昌市","专科","高职（专科）","普通高等学校","民办"
"2019","4136013422.0","江西外语外贸职业学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136013423.0","江西工业贸易职业技术学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136013424.0","宜春职业技术学院","江西省","宜春市","宜春市","专科","高职（专科）","普通高等学校",""
"2019","4136013425.0","江西应用工程职业学院","江西省","萍乡市","萍乡市","专科","高职（专科）","普通高等学校",""
"2019","4136013426.0","江西生物科技职业学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136013427.0","江西建设职业技术学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136013428.0","抚州职业技术学院","江西省","抚州市","抚州市","专科","高职（专科）","普通高等学校",""
"2019","4136013775.0","江西中医药高等专科学校","江西省","抚州市","抚州市","专科","高职（专科）","普通高等学校",""
"2019","4136013866.0","江西经济管理职业学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136013867.0","江西制造职业技术学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136013868.0","江西工程职业学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136013869.0","江西青年职业学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136013870.0","上饶职业技术学院","江西省","上饶市","上饶市","专科","高职（专科）","普通高等学校",""
"2019","4136013871.0","江西航空职业技术学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136013872.0","江西农业工程职业学院","江西省","宜春市","宜春市","专科","高职（专科）","普通高等学校",""
"2019","4136013873.0","赣西科技职业学院","江西省教育厅","新余市","新余市","专科","高职（专科）","普通高等学校","民办"
"2019","4136013965.0","江西卫生职业学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136014166.0","江西新能源科技职业学院","江西省教育厅","新余市","新余市","专科","高职（专科）","普通高等学校","民办"
"2019","4136014167.0","江西枫林涉外经贸职业学院","江西省教育厅","九江市","九江市","专科","高职（专科）","普通高等学校","民办"
"2019","4136014168.0","江西泰豪动漫职业学院","江西省教育厅","南昌市","南昌市","专科","高职（专科）","普通高等学校","民办"
"2019","4136014241.0","江西冶金职业技术学院","江西省","新余市","新余市","专科","高职（专科）","普通高等学校",""
"2019","4136014249.0","江西管理职业学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136014250.0","江西传媒职业学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136014321.0","江西工商职业技术学院","江西省教育厅","南昌市","南昌市","专科","高职（专科）","普通高等学校","民办"
"2019","4136014402.0","景德镇陶瓷职业技术学院","江西省教育厅","景德镇市","景德镇市","专科","高职（专科）","普通高等学校","民办"
"2019","4136014403.0","共青科技职业学院","江西省教育厅","九江市","九江市","专科","高职（专科）","普通高等学校","民办"
"2019","4136014465.0","赣州师范高等专科学校","江西省","赣州市","赣州市","专科","高职（专科）","普通高等学校",""
"2019","4136014476.0","江西水利职业学院","江西省","南昌市","南昌市","专科","高职（专科）","普通高等学校",""
"2019","4136014494.0","宜春幼儿师范高等专科学校","江西省","宜春市","宜春市","专科","高职（专科）","普通高等学校",""
"2019","4136014504.0","吉安职业技术学院","江西省","吉安市","吉安市","专科","高职（专科）","普通高等学校",""
"2019","4136014505.0","江西洪州职业学院","江西省教育厅","宜春市","宜春市","专科","高职（专科）","普通高等学校","民办"
"2019","4136014537.0","江西师范高等专科学校","江西省","鹰潭市","鹰潭市","专科","高职（专科）","普通高等学校",""
"2019","4136014544.0","南昌影视传播职业学院","江西省教育厅","南昌市","南昌市","专科","高职（专科）","普通高等学校","民办"
"2019","4136014569.0","赣南卫生健康职业学院","江西省","赣州市","赣州市","专科","高职（专科）","普通高等学校",""
