"年份","学校标识码","学校名称","主管部门","所在地","所在省份","办学层次","学校性质","学校类型","备注"
"2017","4211050001.0","北京市海淀区职工大学","北京市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211050002.0","北京市东城区职工业余大学","北京市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211050004.0","北京市崇文区职工大学","北京市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211050005.0","北京宣武红旗业余大学","北京市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211050006.0","北京市石景山区业余大学","北京市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211050007.0","北京市朝阳区职工大学","北京市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211050018.0","北京医药集团职工大学","北京市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211050025.0","北京市总工会职工大学","北京市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211050038.0","中央党校继续教育学院","中共中央党校","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211050043.0","中国记协职工新闻学院","中华全国新闻工作者协会","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211050044.0","中南海业余大学","中共中央办公厅","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211050061.0","北京教育学院","北京市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211051160.0","北京开放大学","北京市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211051161.0","国家开放大学（中央广播电视大学）","教育部","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211051167.0","民航管理干部学院","交通运输部","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211051624.0","北京市丰台区职工大学","北京市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211051626.0","北京市西城经济科学大学","北京市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211051630.0","北京市农工商联合总公司职工大学","北京市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211051643.0","公安部管理干部学院","公安部","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211051651.0","国家法官学院","最高人民法院","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211051800.0","华北电业联合职工大学","北京市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211051837.0","首都联合职工大学","北京市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4211051898.0","国家检察官学院","最高人民检察院","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4212050063.0","天津市和平区新华职工大学","天津市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4212050064.0","天津市河西区职工大学","天津市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4212050065.0","天津市河东区职工大学","天津市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4212050066.0","天津市红桥区职工大学","天津市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4212050068.0","天津市南开区职工大学","天津市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4212050070.0","天津市建筑工程职工大学","天津市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4212050073.0","天津市职工经济技术大学","天津市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4212050095.0","天津市渤海化工职工学院","天津市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4212050121.0","天津市管理干部学院","天津市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4212051171.0","天津市广播电视大学","天津市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4212051172.0","天津物资管理干部学院","天津市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4212051175.0","天津市政法管理干部学院","天津市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4212051176.0","天津市工会管理干部学院","天津市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4212051659.0","天津市房地产局职工大学","天津市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4213050139.0","河北地质职工大学","河北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4213051177.0","河北省广播电视大学","河北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4213051180.0","石家庄职工大学","河北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4231051332.0","海关管理干部学院","海关总署","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4213051723.0","河北管理干部学院","河北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4213051802.0","河北青年管理干部学院","河北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4214050162.0","太原化学工业集团有限公司 职工大学","山西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4214050163.0","山西机电职工学院","山西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4214050164.0","太原钢铁(集团)有限公司 职工钢铁学院","山西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4214050166.0","山西职工医学院","山西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4214050167.0","山西煤炭职工联合大学","山西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4214050169.0","山西兵器工业职工大学","山西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4214050175.0","山西省职工工艺美术学院","山西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4214050197.0","山西省吕梁市教育学院","山西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4214051187.0","山西省广播电视大学","山西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4214051787.0","山西省政法管理干部学院","山西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4214051788.0","长治市教育学院","山西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4215050204.0","包头市职工大学","内蒙古自治区","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4215051192.0","内蒙古自治区广播电视大学","内蒙古自治区","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051087.0","辽宁兵器工业职工大学","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051097.0","辽宁省直属机关职工大学","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051110.0","大连工人大学","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051117.0","空军第四职工大学","空军装备部","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051118.0","海军职工大学","海军装备部","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051120.0","大连职工大学","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051125.0","抚顺矿务局职工工学院","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051126.0","抚顺石油化工公司职工大学","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051138.0","阜新矿务局职工大学","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051143.0","朝阳职工工学院","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051149.0","大连市教育学院","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051196.0","辽宁广播电视大学","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051227.0","阜新煤炭职工医学专科学校","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051694.0","辽宁文化艺术职工大学","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051695.0","辽宁冶金职工大学","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051842.0","辽宁公安司法管理干部学院","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051843.0","沈阳机械工业职工大学","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051845.0","鞍山钢铁集团公司职工大学","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051848.0","沈阳市广播电视大学","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4221051849.0","大连市广播电视大学","辽宁省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4222050226.0","长春职工大学","吉林省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4222050229.0","长春市建筑职工业余大学","吉林省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4222050232.0","长春职工医科大学","吉林省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4222050234.0","吉林市职工大学","吉林省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4222050236.0","吉林化学工业公司职工大学","吉林省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4222050242.0","通化市职工大学","吉林省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4222050243.0","通化钢铁公司职工大学","吉林省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4222050249.0","四平农村成人高等专科学校","吉林省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4222050252.0","吉林省教育学院","吉林省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4222050253.0","长春教育学院","吉林省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4222051230.0","吉林广播电视大学","吉林省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4222051243.0","吉林省经济管理干部学院","吉林省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4222051704.0","吉林职工医科大学","吉林省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4222051887.0","长春广播电视大学","吉林省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223050264.0","黑龙江兵器工业职工大学","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223050266.0","哈尔滨航空职工大学","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223050268.0","哈尔滨轻型车厂职工大学","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223050269.0","哈尔滨市职工大学","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223050293.0","黑龙江省电力职工大学","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223050306.0","齐齐哈尔市建设职工大学","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223050311.0","齐齐哈尔市职工大学","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223050327.0","鹤岗矿务局职工大学","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223050330.0","大庆石油化工总厂职工大学","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223050337.0","黑龙江农垦管理干部学院","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223050335.0","黑龙江省经济管理干部学院","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223050343.0","黑龙江省政法管理干部学院","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223050344.0","黑龙江省教育学院","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223050349.0","绥化市教育学院","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223050350.0","牡丹江市教育学院","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223050351.0","佳木斯市教育学院","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223051244.0","黑龙江省广播电视大学","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223051744.0","黑龙江省商业职工大学","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223051745.0","黑龙江省社会科学院职工大学","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223051746.0","哈尔滨市职工医学院","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4223051876.0","哈尔滨市广播电视大学","黑龙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4231050033.0","上海科技管理干部学院","上海市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4231050363.0","上海市黄浦区业余大学","上海市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4231050366.0","上海市徐汇区业余大学","上海市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4231050367.0","上海市长宁区业余大学","上海市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4231050368.0","上海市静安区业余大学","上海市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4231050369.0","上海市普陀区业余大学","上海市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4231050371.0","上海市虹口区业余大学","上海市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4231050372.0","上海市杨浦区业余大学","上海市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4231050393.0","上海纺织工业职工大学","上海市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4231050424.0","上海医药职工大学","上海市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4231051252.0","上海开放大学","上海市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4231051613.0","上海市经济管理干部学院","上海市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4231051615.0","上海青年管理干部学院","上海市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4231051852.0","上海市宝山区业余大学","上海市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4232050460.0","南京市职工大学","江苏省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4232050461.0","空军第一职工大学","空军装备部","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4232050504.0","南通市工人业余大学","江苏省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4232050526.0","扬州教育学院","江苏省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4232051255.0","江苏开放大学","江苏省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4232051257.0","江苏省省级机关管理干部学院","江苏省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4232051396.0","南京市广播电视大学","江苏省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4232051828.0","江苏省青年管理干部学院","江苏省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4233050550.0","浙江省省级机关职工业余大学","浙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4233050551.0","杭州市工人业余大学","浙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4233050554.0","温州市工人业余大学","浙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4233050559.0","宁波教育学院","浙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4233050561.0","金华教育学院","浙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4233051258.0","浙江省广播电视大学","浙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4233051259.0","浙江经济管理职工大学","浙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4233051814.0","浙江嘉兴教育学院","浙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4233051885.0","宁波市广播电视大学","浙江省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4234050565.0","淮南市职工大学","安徽省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4234050569.0","合肥职工科技大学","安徽省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4234050570.0","合肥市职工大学","安徽省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4234050581.0","安徽经济管理干部学院","安徽省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4234051265.0","宿州教育学院","安徽省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4234051388.0","安徽广播电视大学","安徽省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4235050591.0","福建教育学院","福建省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4235051270.0","福建省广播电视大学","福建省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4235051833.0","厦门市广播电视大学","福建省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4236050151.0","江西行政管理干部学院","江西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4236050603.0","昌河职工工学院","江西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4236050607.0","南昌钢铁有限责任公司职工大学","江西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4236050616.0","南昌市业余大学","江西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4236050617.0","南昌市职工科技大学","江西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4236051281.0","江西广播电视大学","江西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4236051283.0","南昌教育学院","江西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4236051285.0","江西经济管理干部学院","江西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4237050626.0","山东省水利职工大学","山东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4237050638.0","山东兵器工业职工大学","山东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4237050641.0","新汶矿务局职工大学","山东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4237050644.0","济南市职工大学","山东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4237050649.0","山东省经济管理干部学院","山东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4237050661.0","山东省聊城教育学院","山东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4237050663.0","山东省济宁教育学院","山东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4237051286.0","山东省广播电视大学","山东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4237051777.0","兖州矿区职工大学","山东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4237051779.0","山东财政职工大学","山东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4237051858.0","青岛市广播电视大学","山东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4241050673.0","长城铝业公司职工工学院","河南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4241050674.0","郑州市职工大学","河南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4241050680.0","第一拖拉机制造厂拖拉机学院","河南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4241050682.0","洛阳轴承职工大学","河南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4241050686.0","洛阳有色金属职工大学","河南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4241050688.0","开封空分设备厂职工大学","河南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4241050709.0","平顶山教育学院","河南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4241051287.0","河南省广播电视大学","河南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4241051408.0","焦作职工医学院","河南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4241051411.0","磨料磨具工业职工大学","河南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4241051413.0","驻马店教育学院","河南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4242050046.0","武汉市广播电视大学","湖北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4242050717.0","湖北兵器工业职工大学","湖北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4242050733.0","湖北省纺织职工大学","湖北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4242050738.0","鄂城钢铁厂职工大学","湖北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4242050740.0","丹江口工程管理局职工大学","湖北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4242050742.0","湖北省直属机关业余大学","湖北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4242050756.0","湖北省经济管理干部学院","湖北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4242050762.0","十堰教育学院","湖北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4242050763.0","荆州教育学院","湖北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4242051297.0","大冶钢厂职工大学","湖北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4242051305.0","湖北广播电视大学","湖北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4242051773.0","武汉冶金管理干部学院","湖北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4242051774.0","湖北武汉公安管理干部学院","湖北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4242051862.0","华中电业联合职工大学","湖北省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4243050774.0","涟源钢铁总厂职工大学","湖南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4243050788.0","株洲市职工大学","湖南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4243050793.0","湖南航空工业职工工学院","湖南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4243050794.0","中钢集团衡阳重机职工大学","湖南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4243050798.0","衡阳工业职工大学","湖南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4243050810.0","长沙教育学院","湖南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4243050812.0","湘潭教育学院","湖南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4243051306.0","湖南省广播电视大学","湖南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4243051310.0","益阳教育学院","湖南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4243051766.0","湖南金融技术职工大学","湖南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4243051767.0","湖南纺织职工大学","湖南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4243050784.0","长沙工业职工大学","湖南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4244050075.0","广州金桥管理干部学院","广东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4244050079.0","南海成人学院","广东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4244050821.0","湛江市业余大学","广东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4244050826.0","广东省国防工业职工大学","广东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4244050835.0","汕头市业余大学","广东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4244050837.0","韶关市职工大学","广东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4244050855.0","广州市公安管理干部学院","广东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4244050859.0","广东省公安司法管理干部学院","广东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4244051315.0","广东开放大学","广东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4244051317.0","广东新华教育学院","广东省教育厅","未知","未知","成人高等教育","成人高等教育","成人高等学校","民办"
"2017","4244051319.0","广东省职工体育运动技术学院","广东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4244051320.0","广东社会科学大学","广东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4244051393.0","广州市广播电视大学","广东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4244051888.0","深圳广播电视大学","广东省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4245050867.0","桂林市职工大学","广西壮族自治区","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4245050869.0","广西壮族自治区经济管理干部学院","广西壮族自治区","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4245050870.0","广西教育学院","广西壮族自治区","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4245051338.0","广西壮族自治区广播电视大学","广西壮族自治区","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4245051340.0","广西政法管理干部学院","广西壮族自治区","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4245051675.0","南宁地区教育学院","广西壮族自治区","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4246051865.0","海南广播电视大学","海南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4250050901.0","重庆电力职工大学","重庆市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4250050905.0","重庆冶金成人学院","重庆市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4250051759.0","重庆职工会计专科学校","重庆市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4250051866.0","重庆市广播电视大学","重庆市","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4251050081.0","四川科技职工大学","四川省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4251050875.0","四川省东方动力职工大学","四川省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4251050879.0","中国工程物理研究院职工工学院","四川省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4251050881.0","四川核工业职工大学","四川省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4251050883.0","成都飞机工业公司职工工学院","四川省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4251050885.0","国营涪江机器厂职工大学","四川省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4251050907.0","成都冶金职工大学","四川省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4251050908.0","第五冶金建设公司职工大学","四川省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4251050913.0","成都工业职工大学","四川省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4251050919.0","四川省化工职工大学","四川省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4251050928.0","中国科学院成都分院职工大学","中国科学院","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4251050930.0","广元职工医学院","四川省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4251050932.0","南充市职工大学","四川省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4251051341.0","四川广播电视大学","四川省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4251051351.0","四川省职工运动技术学院","四川省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
