状态	地区	学校标识码	学校名称	主管部门	所在地	办学层次	备注	adminType	categoryName	英文名称	双一流建设	官网链接	更新说明
1	北京市	4111010001	北京大学	教育部	北京市	本科		教育部直属	综合	Peking University	211，985，双一流	http://www.pku.edu.cn/	
1	北京市	4111010002	中国人民大学	教育部	北京市	本科		教育部直属	综合	Renmin University of China	211，985，双一流	https://www.ruc.edu.cn/	
1	北京市	4111010003	清华大学	教育部	北京市	本科		教育部直属	综合	Tsinghua University	211，985，双一流	http://www.tsinghua.edu.cn/	
1	北京市	4111010004	北京交通大学	教育部	北京市	本科		教育部直属	理工	Beijing Jiaotong University	211，双一流	http://www.bjtu.edu.cn/	
1	北京市	4111010005	北京工业大学	北京市	北京市	本科		地方公办	理工	Beijing University of Technology	211，双一流	http://www.bjut.edu.cn/	
1	北京市	4111010006	北京航空航天大学	工业和信息化部	北京市	本科		中央部属	理工	Beihang University	211，985，双一流	https://www.buaa.edu.cn/	
1	北京市	4111010007	北京理工大学	工业和信息化部	北京市	本科		中央部属	理工	Beijing Institute of Technology	211，985，双一流	https://www.bit.edu.cn/	
1	北京市	4111010008	北京科技大学	教育部	北京市	本科		教育部直属	理工	University of Science and Technology Beijing	211，双一流	https://www.ustb.edu.cn/	
1	北京市	4111010009	北方工业大学	北京市	北京市	本科		地方公办	理工	North China University of Technology		http://www.ncut.edu.cn/	
1	北京市	4111010010	北京化工大学	教育部	北京市	本科		教育部直属	理工	Beijing University of Chemical Technology	211，双一流	https://www.buct.edu.cn/	
1	北京市	4111010011	北京工商大学	北京市	北京市	本科		地方公办	财经	Beijing Technology and Business University		https://www.btbu.edu.cn/	
1	北京市	4111010012	北京服装学院	北京市	北京市	本科		地方公办	艺术	Beijing Institute of Fashion Technology		http://www.bift.edu.cn/	
1	北京市	4111010013	北京邮电大学	教育部	北京市	本科		教育部直属	理工	Beijing University of Posts and Telecommunications	211，双一流	https://www.bupt.edu.cn/	
1	北京市	4111010015	北京印刷学院	北京市	北京市	本科		地方公办	理工	Beijing Institute of Graphic Communication		https://www.bigc.edu.cn/	
1	北京市	4111010016	北京建筑大学	北京市	北京市	本科		地方公办	理工	Beijing University of Civil Engineering and Architecture		http://www.bucea.edu.cn/	
1	北京市	4111010017	北京石油化工学院	北京市	北京市	本科		地方公办	理工	Beijing Institute of Petrochemical Technology		https://www.bipt.edu.cn/	
1	北京市	4111010018	北京电子科技学院	中央办公厅	北京市	本科		中央部属	理工	Beijing Electronic Science and Technology Institute		http://www.besti.edu.cn/	
1	北京市	4111010019	中国农业大学	教育部	北京市	本科		教育部直属	农业	China Agricultural University	211，985，双一流	http://www.cau.edu.cn/	
1	北京市	4111010020	北京农学院	北京市	北京市	本科		地方公办	农业	Beijing University of Agriculture		http://www.bua.edu.cn/	
1	北京市	4111010022	北京林业大学	教育部	北京市	本科		教育部直属	林业	Beijing Forestry University	211，双一流	https://www.bjfu.edu.cn/	
1	北京市	4111010023	北京协和医学院	国家卫生健康委员会	北京市	本科		中央部属	医药	Peking Union Medical College	双一流	http://www.pumc.edu.cn/	
1	北京市	4111010025	首都医科大学	北京市	北京市	本科		地方公办	医药	Capital Medical University		https://www.ccmu.edu.cn/	
1	北京市	4111010026	北京中医药大学	教育部	北京市	本科		教育部直属	医药	Beijing University of Chinese Medicine	211，双一流	http://www.bucm.edu.cn/	
1	北京市	4111010027	北京师范大学	教育部	北京市	本科		教育部直属	师范	Beijing Normal University	211，985，双一流	http://www.bnu.edu.cn/	
1	北京市	4111010028	首都师范大学	北京市	北京市	本科		地方公办	师范	Capital Normal University	双一流	http://www.cnu.edu.cn/	
1	北京市	4111010029	首都体育学院	北京市	北京市	本科		地方公办	体育	Capital University of Physical Education and Sports		http://www.cupes.edu.cn/	
1	北京市	4111010030	北京外国语大学	教育部	北京市	本科		教育部直属	语言	Beijing Foreign Studies University	211，双一流	http://www.bfsu.edu.cn/	
1	北京市	4111010031	北京第二外国语学院	北京市	北京市	本科		地方公办	语言	Beijing International Studies University		http://www.bisu.edu.cn/	
1	北京市	4111010032	北京语言大学	教育部	北京市	本科		教育部直属	语言	Beijing Language and Culture University		http://www.blcu.edu.cn/	
1	北京市	4111010033	中国传媒大学	教育部	北京市	本科		教育部直属	语言	Communication University of China	211，双一流	https://www.cuc.edu.cn/	
1	北京市	4111010034	中央财经大学	教育部	北京市	本科		教育部直属	财经	Central University of Finance and Economics	211，双一流	https://www.cufe.edu.cn/	
1	北京市	4111010036	对外经济贸易大学	教育部	北京市	本科		教育部直属	财经	University of International Business and Economics	211，双一流	http://www.uibe.edu.cn/	
1	北京市	4111010037	北京物资学院	北京市	北京市	本科		地方公办	财经	Beijing Wuzi University		https://news.bwu.edu.cn/	
1	北京市	4111010038	首都经济贸易大学	北京市	北京市	本科		地方公办	财经	Capital University of Economics & Business		http://www.cueb.edu.cn/	
1	北京市	4111010039	中国消防救援学院	应急管理部	北京市	本科		中央部属	综合	China Fire and Rescue Institute		https://www.cfri.edu.cn/	学校名称：2018年 新增“中国消防救援学院”
1	北京市	4111010040	外交学院	外交部	北京市	本科		中央部属	语言	China Foreign Affairs University	双一流	http://www.cfau.edu.cn/	
1	北京市	4111010041	中国人民公安大学	公安部	北京市	本科		中央部属	政法	People's Public Security University of China	双一流	http://www.cppsu.edu.cn/	
1	北京市	4111010042	国际关系学院	教育部	北京市	本科		教育部直属	综合	University of International Relations		http://www.uir.cn/	
1	北京市	4111010043	北京体育大学	国家体育总局	北京市	本科		中央部属	体育	Beijing Sport University	211，双一流	http://www.bsu.edu.cn/	
1	北京市	4111010045	中央音乐学院	教育部	北京市	本科		教育部直属	艺术	Central Conservatory of Music	211，双一流	http://www.ccom.edu.cn/	
1	北京市	4111010046	中国音乐学院	北京市	北京市	本科		地方公办	艺术	China Conservatory of Music	双一流	http://www.ccmusic.edu.cn/	
1	北京市	4111010047	中央美术学院	教育部	北京市	本科		教育部直属	艺术	Central Academy of Fine Arts	双一流	https://www.cafa.edu.cn/	
1	北京市	4111010048	中央戏剧学院	教育部	北京市	本科		教育部直属	艺术	The Central Academy of Drama	双一流	http://www.chntheatre.edu.cn/	
1	北京市	4111010049	中国戏曲学院	北京市	北京市	本科		地方公办	艺术	National Academy of Chinese Theatre Arts		http://www.nacta.edu.cn/	
1	北京市	4111010050	北京电影学院	北京市	北京市	本科		地方公办	艺术	Beijing Film Academy		https://www.bfa.edu.cn/	
1	北京市	4111010051	北京舞蹈学院	北京市	北京市	本科		地方公办	艺术	Beijing Dance Academy		https://www.bda.edu.cn/	
1	北京市	4111010052	中央民族大学	国家民委	北京市	本科		中央部属	民族	Minzu University of China	211，985，双一流	http://www.muc.edu.cn/	
1	北京市	4111010053	中国政法大学	教育部	北京市	本科		教育部直属	政法	China University of Political Science and Law	211，双一流	https://www.cupl.edu.cn/	
1	北京市	4111010054	华北电力大学	教育部	北京市	本科		教育部直属	理工	North China Electric Power University	211，双一流	http://www.ncepu.edu.cn/	
1	北京市	4111010853	北京工业职业技术学院	北京市	北京市	专科		地方公办	理工	Beijing Polytechnic College		https://www.bgy.edu.cn/	
1	北京市	4111010857	北京信息职业技术学院	北京市	北京市	专科		地方公办	理工	Beijing information Technology College		http://www.bitc.edu.cn/	
1	北京市	4111010858	北京电子科技职业学院	北京市	北京市	专科		地方公办	理工	Beijing Polytechnic		http://www.dky.bjedu.cn/	
1	北京市	4111011090	北京京北职业技术学院	北京市	北京市	专科		地方公办	理工	Beijing Jingbei Vocational College		https://www.jbzy.com.cn/	
1	北京市	4111011092	北京交通职业技术学院	北京市	北京市	专科		地方公办	理工	Beijing Jiaotong Vocational Technical College		http://www.jtxy.com.cn/	
1	北京市	4111011149	中华女子学院	中华妇女联合会	北京市	本科		中央部属	语言	China Women's University		https://www.cwu.edu.cn/	
1	北京市	4111011232	北京信息科技大学	北京市	北京市	本科		地方公办	理工	Beijing Information Science & Technology University		http://www.bistu.edu.cn/	
1	北京市	4111011413	中国矿业大学（北京）	教育部	北京市	本科		教育部直属	理工	China University of Mining & Technology-Beijing	双一流	https://www.cumtb.edu.cn/	
1	北京市	4111011414	中国石油大学（北京）	教育部	北京市	本科		教育部直属	理工	China University of Petroleum, Beijing	211，双一流	https://www.cup.edu.cn/	
1	北京市	4111011415	中国地质大学（北京）	教育部	北京市	本科		教育部直属	理工	China University of Geosciences Beijing	双一流	https://www.cugb.edu.cn/	
1	北京市	4111011417	北京联合大学	北京市	北京市	本科		地方公办	综合	Beijing Union University		https://www.buu.edu.cn/	
1	北京市	4111011418	北京城市学院	北京市教委	北京市	本科	民办	民办高校	综合	Beijing City University		https://www.bcu.edu.cn/	
1	北京市	4111011625	中国青年政治学院	共青团中央	北京市	本科		中央部属	政法	China Youth University of Political Studies		http://www.cyu.edu.cn/	
1	北京市	4111011626	北京青年政治学院	北京市	北京市	专科		地方公办	师范	Beijing Youth Politics College		https://www.bjypc.edu.cn/	
1	北京市	4111011831	首钢工学院	北京市	北京市	本科		地方公办	理工	Shougang Institute of Technology		http://www.sgit.edu.cn/	
1	北京市	4111012448	北京农业职业学院	北京市	北京市	专科		地方公办	农林	Beijing Vocational College of Agriculture		http://www.bvca.edu.cn/	
1	北京市	4111012451	北京政法职业学院	北京市	北京市	专科		地方公办	政法	Beijing College of Politics and Law		http://www.bcpl.cn/	
1	北京市	4111012453	中国劳动关系学院	中华全国总工会	北京市	本科		中央部属	政法	China University of Labor Relations		https://www.culr.edu.cn/	
1	北京市	4111012561	北京财贸职业学院	北京市	北京市	专科		地方公办	财经	Beijing College Of Finance And Commerce		http://www.bjczy.edu.cn/	
1	北京市	4111012564	北京北大方正软件职业技术学院	北京市教委	北京市	专科	民办	民办高校	综合	Peking University Founder Technology College		http://www.pfc.edu.cn/	
1	北京市	4111012565	北京经贸职业学院	北京市教委	北京市	专科	民办	民办高校	财经	Beijing Professional Business Institute		http://www.csuedu.com/	
1	北京市	4111012566	北京经济技术职业学院	北京市教委	北京市	专科	民办	民办高校	财经	Beijing Institute Of Business And Technology		http://www.bibt.edu.cn/	
1	北京市	4111012567	北京戏曲艺术职业学院	北京市	北京市	专科		地方公办	文艺	Beijing Opera And Arts College		http://www.bjxx.com.cn	
1	北京市	4111012568	北京汇佳职业学院	北京市教委	北京市	专科	民办	民办高校	综合	Beijing Huijia Vocational College		http://www.hju.net.cn	
1	北京市	4111012733	北京科技经营管理学院	北京市教委	北京市	专科	民办	民办高校	财经	Beijing Science Technology And Management College		http://1985edu.good-edu.cn/	
1	北京市	4111013629	首都师范大学科德学院	北京市教委	北京市	本科	民办	独立学院	语言	Kede College of Capital Normal University		https://www.kdcnu.com/	
1	北京市	4111013630	北京金融科技学院	北京市教委	北京市	本科	民办	民办高校	财经				学校名称：2023->2024年 “北京工商大学嘉华学院”更名为“北京金融科技学院”
1	北京市	4111013703	北京科技职业学院	北京市教委	北京市	专科	民办	民办高校	综合	University For Science & Technology,Beijing		https://www.5aaa.com/	
1	北京市	4111013728	北京培黎职业学院	北京市教委	北京市	专科	民办	民办高校	财经	Beijing Bailie University		http://www.bjpldx.edu.cn/	
1	北京市	4111013901	北京邮电大学世纪学院	北京市教委	北京市	本科	民办	独立学院	综合	Century College, Beijing University of Posts and Telecommunications		http://www.ccbupt.cn/	
1	北京市	4111013904	北京工业大学耿丹学院	北京市教委	北京市	本科	民办	独立学院	综合	Gengdan Institute of Beijing University of Technology		http://www.gengdan.cn/	
1	北京市	4111014019	北京警察学院	北京市	北京市	本科		地方公办	政法	Beijing Police College		http://www.bjpc.edu.cn/	
1	北京市	4111014073	北京经济管理职业学院	北京市	北京市	专科		地方公办	财经	Beijing Institute Of Economics And Management		http://www.biem.edu.cn/	
1	北京市	4111014075	北京劳动保障职业学院	北京市	北京市	专科		地方公办	财经	Beijing Vocational College Of Labour And Social Security		http://www.bvclss.cn	
1	北京市	4111014139	民政职业大学	民政部	北京市	本科		中央部属	政法	Beijing College Of Social Administration			学校名称：2023->2024年 “北京社会管理职业学院”更名为“民政职业大学”；主管部门：2023->2024年 “北京市”更改为“民政部”；办学层次：2023->2024年 “专科”更改为“本科”
1	北京市	4111014140	北京艺术传媒职业学院	北京市教委	北京市	专科	民办	民办高校	文艺	Beijing Arts And Media Vocational College		http://www.ymyu.com/	
1	北京市	4111014201	北京第二外国语学院中瑞酒店管理学院	北京市教委	北京市	本科	民办	独立学院	语言	Beijing Hospitality Institute		http://www.bhi.edu.cn/	
1	北京市	4111014215	北京体育职业学院	北京市	北京市	专科		地方公办	体育	Beijing College Of Sports		http://www.bjtzhy.org/	
1	北京市	4111014279	北京交通运输职业学院	北京市	北京市	专科		地方公办	理工	Beijing Vocational Transportation College		http://www.bjjt.edu.cn/	
1	北京市	4111014395	北京卫生职业学院	北京市	北京市	专科		地方公办	医药	Beijing Health Vocational College		http://www.bjwsxx.com/	
1	北京市	4111014430	中国科学院大学	中国科学院	北京市	本科		中央部属	综合	University of Chinese Academy of Sciences	双一流	https://www.ucas.ac.cn/	
1	北京市	4111014588	北京网络职业学院	北京市教委	北京市	专科	民办	民办高校	理工	Beijing College Of Internet Engineering		http://www.bjwlxy.org.cn/	
1	北京市	4111014596	中国社会科学院大学	中国社会科学院	北京市	本科		中央部属	综合	University of Chinese Academy of Social Sciences		https://www.ucass.edu.cn/	
1	天津市	4112010055	南开大学	教育部	天津市	本科		教育部直属	综合	Nankai University	211，985，双一流	http://www.nankai.edu.cn/	
1	天津市	4112010056	天津大学	教育部	天津市	本科		教育部直属	理工	Tianjin University	211，985，双一流	https://www.tju.edu.cn/	
1	天津市	4112010057	天津科技大学	天津市	天津市	本科		地方公办	理工	Tianjin University of Science and Technology		https://www.tust.edu.cn/	
1	天津市	4112010058	天津工业大学	天津市	天津市	本科		地方公办	理工	Tiangong University	双一流	https://www.tiangong.edu.cn/	
1	天津市	4112010059	中国民航大学	交通运输部（中国民用航空局）	天津市	本科		中央部属	理工	Civil Aviation University of China		https://www.cauc.edu.cn/	
1	天津市	4112010060	天津理工大学	天津市	天津市	本科		地方公办	理工	Tianjin University of Technology		https://www.tjut.edu.cn/	
1	天津市	4112010061	天津农学院	天津市	天津市	本科		地方公办	农业	Tianjin Agricultural University		http://www.tjau.edu.cn/	
1	天津市	4112010062	天津医科大学	天津市	天津市	本科		地方公办	医药	Tianjin Medical University	211，双一流	http://www.tijmu.edu.cn/	
1	天津市	4112010063	天津中医药大学	天津市	天津市	本科		地方公办	医药	Tianjin University of Traditional Chinese Medicine	双一流	https://www.tjutcm.edu.cn/	
1	天津市	4112010065	天津师范大学	天津市	天津市	本科		地方公办	师范	Tianjin Normal University		https://www.tjnu.edu.cn/	
1	天津市	4112010066	天津职业技术师范大学	天津市	天津市	本科		地方公办	师范	TianJin University of Technology and Education		https://www.tute.edu.cn/	
1	天津市	4112010068	天津外国语大学	天津市	天津市	本科		地方公办	语言	Tianjin Foreign Studies University		http://www.tjfsu.edu.cn/	
1	天津市	4112010069	天津商业大学	天津市	天津市	本科		地方公办	财经	Tianjin University of Commerce		http://www.tjcu.edu.cn/	
1	天津市	4112010070	天津财经大学	天津市	天津市	本科		地方公办	财经	Tianjin University of Finance & Economics		http://www.tjufe.edu.cn/	
1	天津市	4112010071	天津体育学院	天津市	天津市	本科		地方公办	体育	Tianjin University of Sport		http://www.tjus.edu.cn/	
1	天津市	4112010072	天津音乐学院	天津市	天津市	本科		地方公办	艺术	Tianjin Conservatory of Music		http://www.tjcm.edu.cn/	
1	天津市	4112010073	天津美术学院	天津市	天津市	本科		地方公办	艺术	Tianjin Academy of Fine Arts		http://www.tjarts.edu.cn/	
1	天津市	4112010792	天津城建大学	天津市	天津市	本科		地方公办	理工	Tianjin Chengjian University		http://www.tjuci.edu.cn/	
1	天津市	4112010859	天津天狮学院	天津市教委	天津市	本科	民办	民办高校	综合	Tianshi College		http://www.tianshi.edu.cn/	
1	天津市	4112011032	天津市职业大学	天津市	天津市	专科		地方公办	综合	Tianjin Vocational Institute			
1	天津市	4112012105	天津中德应用技术大学	天津市	天津市	本科		地方公办	理工	Tianjin Sino-German University of Applied Sciences		http://www.zdtj.cn/	
1	天津市	4112012484	天津滨海职业学院	天津市	天津市	专科		地方公办	综合	Tianjin Coastal Polytechnic		http://www.tjbpi.com/website/	
1	天津市	4112012487	天津工程职业技术学院	天津市	天津市	专科		地方公办		Tianjin Engineering Technical Institute		http://www.tjeti.com	
1	天津市	4112012719	天津渤海职业技术学院	天津市	天津市	专科		地方公办	综合	Tianjin Bohai Vocational Technology College		http://www.tjbhzy.com	
1	天津市	4112012720	天津电子信息职业技术学院	天津市	天津市	专科		地方公办	理工	Tianjin Electronic Information College		http://www.tjdz.net/	
1	天津市	4112012721	天津机电职业技术学院	天津市	天津市	专科		地方公办	理工	Tianjin Vocational College Of Mechanics And Electricity		http://www.suoyuan.com.cn/	
1	天津市	4112012722	天津现代职业技术学院	天津市	天津市	专科		地方公办	综合	Tianjin Modern Vocational Technology College		http://www.xdxy.com.cn/	
1	天津市	4112012723	天津公安警官职业学院	天津市	天津市	专科		地方公办	政法	Tianjin Public Security Profession College		http://www.tjjingyuan.cn	
1	天津市	4112012732	天津轻工职业技术学院	天津市	天津市	专科		地方公办	理工	Tianjin Light Industry Vocational Technical College		http://www.tjlivtc.edu.cn/	
1	天津市	4112012788	天津商务职业学院	天津市	天津市	专科		地方公办	财经	Tianjin College Of Commerce		http://www.tcc1955.edu.cn/	
1	天津市	4112012803	天津国土资源和房屋职业学院	天津市	天津市	专科		地方公办	综合	Tianjin Land Resources And House Vocational College		http://www.tjgsxy.com.cn	
1	天津市	4112012880	天津医学高等专科学校	天津市	天津市	专科		地方公办	医药	Tianjin Medical College		http://www.tjyzh.cn	
1	天津市	4112012881	天津开发区职业技术学院	天津市	天津市	专科		地方公办		Teda Polytechnic			
1	天津市	4112012882	天津艺术职业学院	天津市	天津市	专科		地方公办	文艺	Tianjin Art Vocational College		http://www.arttj.cn/	
1	天津市	4112012883	天津交通职业学院	天津市	天津市	专科		地方公办	理工	Tianjin Transportation Technical College		http://www.tjtvc.com	
1	天津市	4112013658	天津外国语大学滨海外事学院	天津市教委	天津市	本科	民办	独立学院	语言	BinHai School of Foreign Affairs of Tianjin Foreign Studies University		http://bhws.tjfsu.edu.cn/	
1	天津市	4112013659	天津传媒学院	天津市教委	天津市	本科	民办	民办高校	艺术			http://www.tjcma.edu.cn/	学校名称：2020->2021年 “天津体育学院运动与文化艺术学院”更名为“天津传媒学院”
1	天津市	4112013660	天津商业大学宝德学院	天津市教委	天津市	本科	民办	独立学院	财经	Tianjin University of Commerce Boustead of College		http://www.boustead.edu.cn/	
1	天津市	4112013661	天津医科大学临床医学院	天津市教委	天津市	本科	民办	独立学院	医药	Clinical Medical College of Tianjin Medical University		http://www.tijmu.edu.cn/	
1	天津市	4112013663	南开大学滨海学院	天津市教委	天津市	本科	民办	独立学院	综合	Nankai University Binhai College		http://binhai.nankai.edu.cn/	
1	天津市	4112013700	天津工业职业学院	天津市	天津市	专科		地方公办	理工	Tianjin Polytechnic College		https://www.pctj.edu.cn/	学校名称：2017->2018年 “天津冶金职业技术学院”更名为“天津工业职业学院”
1	天津市	4112013701	天津石油职业技术学院	天津市	天津市	专科		地方公办	理工	Tianjin Petroleum Vocational And Technical College		http://www.tjsyxy.com	
1	天津市	4112013702	天津城市职业学院	天津市	天津市	专科		地方公办	综合	Tianjin City Vocational College		http://www.tjcsxy.cn/	
1	天津市	4112013863	天津铁道职业技术学院	天津市	天津市	专科		地方公办	理工	Tianjin Railway Technical And Vocational College		http://www.tjtdxy.cn	
1	天津市	4112013896	天津师范大学津沽学院	天津市教委	天津市	本科	民办	独立学院	综合	Tianjin Normal University Jingu College		http://www.jinguxy.cn/	
1	天津市	4112013897	天津理工大学中环信息学院	天津市教委	天津市	本科	民办	独立学院	综合	Zhonghuan information College Tianjin University of Technology		http://www.tjzhic.com/	
1	天津市	4112013898	北京科技大学天津学院	天津市教委	天津市	本科	民办	独立学院	综合	Tianjin college, University of Science and Technology Beijing		http://tj.ustb.edu.cn/	
1	天津市	4112013911	天津工艺美术职业学院	天津市	天津市	专科		地方公办	文艺	Tianjin Arts And Crafts Vocational College		http://www.gmtj.com/	
1	天津市	4112014020	天津城市建设管理职业技术学院	天津市	天津市	专科		地方公办	综合	Tianjin Urban Construction Management & Vocation		http://www.tjchengjian.com/	
1	天津市	4112014021	天津生物工程职业技术学院	天津市	天津市	专科		地方公办	医药	Tianjin Vocational College Of Bioengineering		http://www.tjbio.cn	
1	天津市	4112014022	天津海运职业学院	天津市	天津市	专科		地方公办	综合	Tianjin Maritime College		http:///www.tjmvi.cn	
1	天津市	4112014038	天津仁爱学院	天津市教委	天津市	本科	民办	民办高校	综合			http://www.tjrac.edu.cn/	学校名称：2020->2021年 “天津大学仁爱学院”更名为“天津仁爱学院”
1	天津市	4112014087	天津财经大学珠江学院	天津市教委	天津市	本科	民办	独立学院	综合	Tianjin University of Finance and Economics Pearl River College		http://zhujiang.tjufe.edu.cn/	
1	天津市	4112014102	天津广播影视职业学院	天津市	天津市	专科		地方公办	文艺	Tianjin Broadcasting Tv And Film Institute		http://www.tjgbys.com	
1	天津市	4112014599	天津体育职业学院	天津市	天津市	专科		地方公办	体育	Tianjin Vocational College Of Sports		http://www.tjvcs.cn	
1	天津市	4112014600	天津滨海汽车工程职业学院	天津市教委	天津市	专科	民办	民办高校	理工	Tianjin Binhai Vocational Institute Of Automotive Engineering		http://www.tqzyxy.com	
1	河北省	4113010075	河北大学	河北省	保定市	本科		地方公办	综合	Hebei University		http://www.hbu.edu.cn/	
1	河北省	4113010076	河北工程大学	河北省	邯郸市	本科		地方公办	理工	Hebei University of Engineering		http://zhaosheng.hebeu.edu.cn/	
1	河北省	4113010077	河北地质大学	河北省	石家庄市	本科		地方公办	综合	Hebei GEO University		http://www.sjzue.edu.cn/	
1	河北省	4113010080	河北工业大学	河北省	天津市	本科		地方公办	理工	Hebei University of Technology	211，双一流	http://www.hebut.edu.cn/	
1	河北省	4113010081	华北理工大学	河北省	唐山市	本科		地方公办	综合	North China University of Science and Technology		https://www.ncst.edu.cn/	
1	河北省	4113010082	河北科技大学	河北省	石家庄市	本科		地方公办	理工	Hebei University of Science and Technology		http://www.hebust.edu.cn/	
1	河北省	4113010084	河北建筑工程学院	河北省	张家口市	本科		地方公办	理工	Hebei University of Architecture		http://www.hebiace.edu.cn/	
1	河北省	4113010085	河北水利电力学院	河北省	沧州市	本科		地方公办	理工	Hebei University of Water Resources and Electric Engineering		https://www.hbwe.edu.cn/	
1	河北省	4113010086	河北农业大学	河北省	保定市	本科		地方公办	农业	Hebei Agricultural University		https://www.hebau.edu.cn/	
1	河北省	4113010089	河北医科大学	河北省	石家庄市	本科		地方公办	医药	Hebei Medical University		http://www.hebmu.edu.cn/	
1	河北省	4113010092	河北北方学院	河北省	张家口市	本科		地方公办	医药	Hebei North University		http://www.hebeinu.edu.cn/	
1	河北省	4113010093	承德医学院	河北省	承德市	本科		地方公办	医药	Chengde Medical University		http://www.cdmc.edu.cn/	
1	河北省	4113010094	河北师范大学	河北省	石家庄市	本科		地方公办	师范	Hebei Normal University		https://www.hebtu.edu.cn/	
1	河北省	4113010096	保定学院	河北省	保定市	本科		地方公办	师范	Baoding University		http://www.bdu.edu.cn/	
1	河北省	4113010098	河北民族师范学院	河北省	承德市	本科		地方公办	师范	Hebei Normal University for Nationalities		http://www.hbun.net	
1	河北省	4113010099	唐山师范学院	河北省	唐山市	本科		地方公办	师范	Tangshan Normal University		http://www.tstc.edu.cn/	
1	河北省	4113010100	廊坊师范学院	河北省	廊坊市	本科		地方公办	师范	Langfang Normal University		https://www.lfnu.edu.cn/	
1	河北省	4113010101	衡水学院	河北省	衡水市	本科		地方公办	师范	Hengshui University		http://www.hsnc.edu.cn/	
1	河北省	4113010102	石家庄学院	河北省	石家庄市	本科		地方公办	师范	Shijiazhuang University		http://www.sjzc.edu.cn/	
1	河北省	4113010103	邯郸学院	河北省	邯郸市	本科		地方公办	师范	Handan College		http://www.hdc.edu.cn/	
1	河北省	4113010104	邢台学院	河北省	邢台市	本科		地方公办	师范	XingTai University		http://www.xttc.edu.cn/	
1	河北省	4113010105	沧州师范学院	河北省	沧州市	本科		地方公办	师范	Cangzhou Normal University		http://www.caztc.edu.cn/	
1	河北省	4113010107	石家庄铁道大学	河北省	石家庄市	本科		地方公办	理工	Shijiazhuang Tiedao University		http://www.stdu.edu.cn/	
1	河北省	4113010216	燕山大学	河北省	秦皇岛市	本科		地方公办	理工	Yanshan University		http://www.ysu.edu.cn/	
1	河北省	4113010798	河北科技师范学院	河北省	秦皇岛市	本科		地方公办	师范	Hebei Normal University of Science and Technology		http://www.hevttc.edu.cn/	
1	河北省	4113011033	唐山学院	河北省	唐山市	本科		地方公办	理工	Tangshan College		http://www.tsc.edu.cn/	
1	河北省	4113011034	邯郸职业技术学院	河北省	邯郸市	专科		地方公办	理工	Handan Polytechnic College		http://www.hdvtc.edu.cn/	
1	河北省	4113011104	华北科技学院	应急管理部	廊坊市	本科		中央部属	理工	North China Institute of Science and Technology		https://www.ncist.edu.cn/	
1	河北省	4113011105	中国人民警察大学	公安部	廊坊市	本科		中央部属	政法	China People's Police University		https://www.cppu.edu.cn/	学校名称：2018年 “中国人民武装警察部队学院”更名为“中国人民警察大学”
1	河北省	4113011236	河北体育学院	河北省	石家庄市	本科		地方公办	体育	Hebei Sport University		http://www.hepec.edu.cn/	
1	河北省	4113011238	石家庄职业技术学院	河北省	石家庄市	专科		地方公办	综合	Shijiazhuang University Of Applied Technology		http://www.sjzpt.edu.cn/	
1	河北省	4113011420	河北金融学院	河北省	保定市	本科		地方公办	财经	Heibei Finance University		https://www.hbfu.edu.cn/	
1	河北省	4113011423	张家口职业技术学院	河北省	张家口市	专科		地方公办	理工	Zhangjiakou Vocational And Technical College		http://www.zhz.cn	
1	河北省	4113011629	北华航天工业学院	河北省	廊坊市	本科		地方公办	理工	North China Institute of Aerospace Engineering		https://www.nciae.edu.cn/	
1	河北省	4113011775	防灾科技学院	中国地震局	廊坊市	本科		中央部属	理工	Institute of Disaster Prevention		http://www.cidp.edu.cn/	
1	河北省	4113011832	河北经贸大学	河北省	石家庄市	本科		地方公办	财经	Hebei University of Economics and Business		http://www.heuet.edu.cn/	
1	河北省	4113011903	中央司法警官学院	司法部	保定市	本科		中央部属	政法	The National Police University for Criminal Justice		http://www.cicp.edu.cn/	
1	河北省	4113012352	河北软件职业技术学院	河北省	保定市	专科		地方公办	理工	Hebei Software Institute		http://www.hbsi.edu.cn/	
1	河北省	4113012367	河北石油职业技术学院	河北省	廊坊市	专科		地方公办		Hebei Technical College Of Petroleum Profession		http://www.pvtc.edu.cn/	
1	河北省	4113012389	河北建材职业技术学院	河北省	秦皇岛市	专科		地方公办	理工	Hebei Polytechnic Of Building Materials		http://www.hbjcxy.com/	
1	河北省	4113012408	河北政法职业学院	河北省	石家庄市	专科		地方公办	政法	Hebei Vocational College Of Politics And Law		http://www.helc.edu.cn/	
1	河北省	4113012415	沧州职业技术学院	河北省	沧州市	专科		地方公办	综合	Cangzhou Technical College		http://www.czvtc.cn/	
1	河北省	4113012418	河北能源职业技术学院	河北省	唐山市	专科		地方公办	理工	Hebei Energy College Of Vocation And Technology		http://www.hbnyxy.cn	
1	河北省	4113012424	石家庄铁路职业技术学院	河北省	石家庄市	专科		地方公办	理工	Shijiazhuang Institute Of Railway Technology		http://www.sirt.edu.cn/	
1	河北省	4113012543	保定职业技术学院	河北省	保定市	专科		地方公办	综合	Baoding Vocational And Technical College		https://www.bvtc.com.cn/	
1	河北省	4113012773	秦皇岛职业技术学院	河北省	秦皇岛市	专科		地方公办	理工	Qinhuangdao Vocational And Technical College		http://www.qhdvtc.com/	
